course number,section,name,instructor,instructor 2,is full,description
E4900,017,MASTERS RESEARCH OR PROJECT,Jay Sethuraman,,false,"Prerequisites: Approval by a faculty member who agrees to supervise the work.  Independent work involving experiments, computer programming, analytical investigation, or engineering design.  "
E4900,018,MASTERS RESEARCH OR PROJECT,Karl Sigman,,false,"Prerequisites: Approval by a faculty member who agrees to supervise the work.  Independent work involving experiments, computer programming, analytical investigation, or engineering design.  "
E4900,019,MASTERS RESEARCH OR PROJECT,Clifford Stein,,false,"Prerequisites: Approval by a faculty member who agrees to supervise the work.  Independent work involving experiments, computer programming, analytical investigation, or engineering design.  "
E4900,020,MASTERS RESEARCH OR PROJECT,Van Anh Truong,,false,"Prerequisites: Approval by a faculty member who agrees to supervise the work.  Independent work involving experiments, computer programming, analytical investigation, or engineering design.  "
E4900,021,MASTERS RESEARCH OR PROJECT,Ward Whitt,,false,"Prerequisites: Approval by a faculty member who agrees to supervise the work.  Independent work involving experiments, computer programming, analytical investigation, or engineering design.  "
E4900,022,MASTERS RESEARCH OR PROJECT,David D Yao,,false,"Prerequisites: Approval by a faculty member who agrees to supervise the work.  Independent work involving experiments, computer programming, analytical investigation, or engineering design.  "
E4900,023,MASTERS RESEARCH OR PROJECT,Xunyu Zhou,,false,"Prerequisites: Approval by a faculty member who agrees to supervise the work.  Independent work involving experiments, computer programming, analytical investigation, or engineering design.  "
E4900,024,MASTERS RESEARCH OR PROJECT,Jenny S Mak,,false,"Prerequisites: Approval by a faculty member who agrees to supervise the work.  Independent work involving experiments, computer programming, analytical investigation, or engineering design.  "
E4998,001,MANAGING TECH INNOVATION,Gerard A Neumann,,false," This is a required course for undergraduate students majoring in OR:EMS. Focus on the management and consequences of technology-based innovation. Explores how new industries are created, how existing industries can be transformed by new technologies, the linkages between technological development and the creation of wealth and the management challenges of pursuing strategic innovation.   "
E4999,001,FIELDWORK,Instructors,,false,Prerequisites: Obtained internship and approval from faculty advisor.  Only for IEOR graduate students who need relevant work experience as part of their program of study. Final reports required. This course may not be taken for pass/fail credit or audited.  
E6614,001,OPTIMIZATION II,Yuri Faenza,,false,"Prerequisites: Refer to course syllabus.  An introduction to combinatorial optimization, network flows and discrete algorithms. Shortest path problems, maximum flow problems. Matching problems, bipartite and cardinality nonbipartite. Introduction to discrete algorithms and complexity theory: NP-completeness and approximation algorithms.  "
E6614,R01,OPTIMIZATION II,,,true,"Prerequisites: Refer to course syllabus.  An introduction to combinatorial optimization, network flows and discrete algorithms. Shortest path problems, maximum flow problems. Matching problems, bipartite and cardinality nonbipartite. Introduction to discrete algorithms and complexity theory: NP-completeness and approximation algorithms.  "
E6712,001,STOCHASTIC MODELING II,David D Yao,,false,"Prerequisites: (IEOR E6711) or Refer to course syllabus.  Continuation of IEOR E6711 covering further topics in stochastic modeling in the context of queueing, reliability, manufacturing, insurance risk, financial engineering and other engineering applications. Topics from among generalized semi-Markov processes; processes with a non-discrete state space; point processes; stochastic comparisons; martingales; introduction to stochastic calculus.  "
E6712,R01,STOCHASTIC MODELING II,,,true,"Prerequisites: (IEOR E6711) or Refer to course syllabus.  Continuation of IEOR E6711 covering further topics in stochastic modeling in the context of queueing, reliability, manufacturing, insurance risk, financial engineering and other engineering applications. Topics from among generalized semi-Markov processes; processes with a non-discrete state space; point processes; stochastic comparisons; martingales; introduction to stochastic calculus.  "
E8100,001,READING GROUP ON BEHAVIORAL FI,Xunyu Zhou,,false,Prerequisites: Faculty adviser's permission.  Selected topics of current research interest. May be taken more than once for credit.   
E8100,002,STOCHASTIC GAMES AND MEAN FIEL,Daniel Lacker,,false,Prerequisites: Faculty adviser's permission.  Selected topics of current research interest. May be taken more than once for credit.   
E8100,003,STOCHASTIC INVENTORY THEORY,Martin Reiman,,false,Prerequisites: Faculty adviser's permission.  Selected topics of current research interest. May be taken more than once for credit.   
E8100,004,NETWORKS,Agostino Capponi,,false,Prerequisites: Faculty adviser's permission.  Selected topics of current research interest. May be taken more than once for credit.   
E8100,005,GREAT PRESENTATIONS,Janet Kayfetz,,false,Prerequisites: Faculty adviser's permission.  Selected topics of current research interest. May be taken more than once for credit.   
E8100,006,REINFORCEMENT LEARNING,Shipra Agrawal,,true,Prerequisites: Faculty adviser's permission.  Selected topics of current research interest. May be taken more than once for credit.   
E9101,001,RESEARCH,Shipra Agrawal,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,002,RESEARCH,Daniel Bienstock,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,003,RESEARCH,Agostino Capponi,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,004,RESEARCH,Emanuel Derman,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,005,RESEARCH,Antonius B Dieker,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,006,RESEARCH,Adam N Elmachtoub,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,007,RESEARCH,Yuri Faenza,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,008,RESEARCH,Donald Goldfarb,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,009,RESEARCH,Vineet Goyal,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,010,RESEARCH,Ali Hirsa,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,011,RESEARCH,Garud Iyengar,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,012,RESEARCH,Hardeep Johar,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,013,RESEARCH,Soulaymane Kachani,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,014,RESEARCH,Daniel Lacker,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,015,RESEARCH,Henry Lam,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,016,RESEARCH,Dylan Possamai,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,017,RESEARCH,Jay Sethuraman,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,018,RESEARCH,Karl Sigman,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,019,RESEARCH,Clifford Stein,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,020,RESEARCH,Van Anh Truong,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,021,RESEARCH,Ward Whitt,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,022,RESEARCH,David D Yao,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,023,RESEARCH,Xunyu Zhou,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
E9101,024,RESEARCH,Jenny S Mak,,false," Before registering, the student must submit an outline of the proposed work for approval by the supervisor and the chair of the Department. Advanced study in a specialized field under the supervision of a member of the department staff. This course may be repeated for credit.  "
